id,status_group
56310,functional
54428,functional needs repair
18151,functional needs repair
52518,functional
3313,functional needs repair
66690,functional needs repair
2382,non functional
50611,non functional
5620,functional
45633,functional
56962,functional needs repair
30501,functional
56112,non functional
1024,non functional
14503,functional needs repair
58854,functional needs repair
621,functional needs repair
43715,functional
44491,non functional
45159,non functional
16346,functional
9097,functional
24390,functional
37206,functional
55932,functional
31489,non functional
24085,functional
27502,non functional
38662,non functional
68248,functional
26736,functional
62767,non functional
29238,non functional
8312,non functional
73263,non functional
22628,functional needs repair
47457,functional needs repair
61836,functional
62960,functional
74241,functional
65346,non functional
30125,functional needs repair
18470,functional
1745,functional needs repair
17578,functional needs repair
4843,functional needs repair
68578,functional needs repair
60536,non functional
69942,non functional
18643,functional
23359,non functional
61625,non functional
61553,non functional
4682,non functional
29748,functional
51741,functional
73921,functional
9883,non functional
3145,non functional
43936,functional needs repair
54231,functional needs repair
47322,functional needs repair
1869,non functional
57437,functional needs repair
67493,functional
58194,functional
10626,non functional
45361,non functional
31200,non functional
21571,non functional
52224,functional needs repair
29094,non functional
29447,non functional
10172,functional
48203,functional needs repair
56867,non functional
72249,functional
23092,functional
10492,non functional
26995,non functional
33481,non functional
68763,functional needs repair
37599,functional needs repair
24662,functional needs repair
6090,non functional
22924,functional needs repair
24833,non functional
27684,non functional
24134,functional needs repair
68397,non functional
46432,non functional
53687,functional
64324,functional needs repair
39881,functional needs repair
19067,non functional
37165,functional needs repair
5608,non functional
37930,functional needs repair
53902,functional needs repair
63242,functional
60228,functional
10483,functional
33174,functional needs repair
56544,functional needs repair
40995,non functional
16348,functional
65937,non functional
47466,non functional
15020,non functional
64135,functional needs repair
35710,functional needs repair
67569,non functional
3000,functional
30153,functional
40291,non functional
53063,functional needs repair
20855,functional
42569,functional
7422,functional
38147,functional
66433,functional
33962,non functional
5157,non functional
15146,functional
41321,non functional
35584,functional needs repair
61931,functional needs repair
8313,functional needs repair
3745,functional
21322,non functional
53245,non functional
42042,non functional
19198,non functional
14382,non functional
17990,non functional
26047,non functional
54779,functional needs repair
23301,non functional
55632,functional
22508,functional
70661,non functional
26086,functional needs repair
62791,non functional
11674,non functional
41721,non functional
29882,non functional
6597,non functional
15140,non functional
40153,functional needs repair
47738,functional needs repair
48275,non functional
45330,functional needs repair
36289,non functional
65396,non functional
17847,non functional
51259,non functional
12671,functional
35608,functional
6719,non functional
54606,functional needs repair
52004,functional needs repair
20873,functional needs repair
41885,functional
50368,functional
6540,functional
28349,non functional
15601,non functional
11778,non functional
71241,non functional
4589,non functional
40817,functional
27341,non functional
63749,functional
43960,functional needs repair
4401,functional
2941,functional
9834,functional needs repair
71721,functional
57878,functional needs repair
24689,functional
59358,functional
7114,non functional
34705,non functional
7346,functional
45972,functional
15874,non functional
70535,functional needs repair
70688,non functional
19184,non functional
11347,functional
27858,functional
60065,functional
7353,non functional
48261,non functional
6107,non functional
51466,functional
54716,non functional
12229,functional
41159,non functional
2831,non functional
68502,functional
12026,non functional
20464,non functional
22839,non functional
34558,functional needs repair
70568,functional needs repair
6885,non functional
50946,functional
21456,non functional
14958,non functional
40355,functional
21618,functional
69047,functional needs repair
55275,functional
72033,functional needs repair
68560,functional
54696,functional
33914,non functional
67916,functional
8162,functional
7001,functional
14856,non functional
45848,functional
57430,non functional
20057,non functional
8402,non functional
743,functional needs repair
62335,functional
41455,non functional
56709,non functional
20439,functional
47955,non functional
5281,functional needs repair
70268,functional
68550,non functional
67128,functional needs repair
23921,non functional
66795,non functional
51302,functional needs repair
42470,non functional
66630,functional needs repair
27482,functional
31101,functional
56240,functional
10852,functional
66676,non functional
7425,non functional
12518,functional needs repair
15205,functional
27871,non functional
27842,functional
16591,functional
47005,functional needs repair
3466,functional
34734,functional needs repair
11786,non functional
62938,functional needs repair
52715,non functional
28624,non functional
51523,functional
55155,functional
61763,functional
14357,functional
14431,functional
40579,functional
23798,functional needs repair
41318,non functional
32274,functional
66254,functional needs repair
18216,functional
21020,non functional
21369,non functional
49931,functional needs repair
1020,functional
14472,functional
42357,functional needs repair
11680,functional needs repair
9140,functional
12479,functional
48420,functional
61080,functional needs repair
28641,non functional
21741,non functional
57250,functional
32368,functional
61651,functional
46543,functional
20527,non functional
32379,non functional
67402,non functional
68669,functional needs repair
14537,functional
19512,non functional
39821,functional needs repair
68286,non functional
70053,functional needs repair
29474,functional
54475,non functional
8783,functional
37295,functional
15136,functional
15784,non functional
69288,functional
71760,non functional
30980,functional
31139,non functional
8238,non functional
28368,non functional
46587,functional
35443,functional needs repair
61593,functional
45596,functional needs repair
70470,functional
21361,functional
54082,functional needs repair
7927,non functional
70259,functional
64290,functional
31030,non functional
41893,functional needs repair
30278,functional needs repair
35328,non functional
40860,functional
7588,non functional
33642,non functional
64853,functional
71595,non functional
36729,non functional
22195,functional needs repair
56211,functional needs repair
70074,functional needs repair
1826,functional
53284,non functional
68837,non functional
65650,non functional
9261,functional
15321,non functional
59398,functional
63740,functional
9045,non functional
36222,functional
9432,functional
11205,non functional
6645,non functional
27873,functional needs repair
38255,functional
1131,functional needs repair
35413,functional
47597,functional
32749,functional
7762,non functional
62124,functional
13990,functional
19364,functional needs repair
64606,non functional
407,functional needs repair
2255,functional
18300,non functional
13361,functional
38375,functional
1372,non functional
30255,functional needs repair
33602,non functional
28895,functional
74092,functional needs repair
38318,non functional
55149,non functional
35546,non functional
16340,functional
18981,functional needs repair
63164,functional
49943,functional needs repair
10413,functional
6608,non functional
52848,non functional
6819,functional
36003,functional needs repair
32453,functional
59909,functional
45768,functional needs repair
19891,functional needs repair
41497,functional
35469,functional
32890,functional
56303,functional
47352,non functional
23663,non functional
15906,functional
59434,non functional
68087,non functional
32344,functional
67015,non functional
1589,functional
34091,non functional
5526,functional
69400,non functional
10539,non functional
70066,functional
44767,non functional
27875,functional needs repair
32267,functional needs repair
62482,functional
64827,functional needs repair
62456,non functional
18979,functional needs repair
45976,functional
60055,non functional
61337,functional
2758,non functional
16172,functional
19503,non functional
40722,non functional
3424,non functional
949,non functional
39896,non functional
60638,functional
71659,non functional
61973,non functional
18291,functional
74234,non functional
755,functional needs repair
56245,functional
52684,non functional
48339,functional
35290,non functional
68882,non functional
41819,functional
35246,functional
24939,functional needs repair
43599,functional
63218,functional
46983,non functional
6745,non functional
48381,functional
59523,functional needs repair
46352,non functional
11650,functional needs repair
34053,functional needs repair
57123,non functional
27270,functional
64323,functional needs repair
37310,functional needs repair
54712,functional needs repair
29677,functional needs repair
62928,non functional
51027,non functional
29902,non functional
19377,non functional
13604,non functional
33537,functional
51044,functional
33854,functional needs repair
35086,non functional
31927,non functional
12477,functional
17951,functional
1540,functional
37214,functional needs repair
19726,non functional
63957,functional
71796,functional needs repair
51198,functional
18144,functional
38915,non functional
60463,non functional
18628,functional
6395,functional
41532,functional
5706,non functional
25730,functional needs repair
43039,functional
13118,non functional
65907,functional needs repair
33536,functional
2741,functional needs repair
25478,functional
4893,non functional
49600,functional needs repair
44734,functional
16572,non functional
60201,non functional
10792,functional
12124,non functional
55179,non functional
29965,functional needs repair
22251,non functional
3221,non functional
6276,non functional
23597,non functional
28292,functional needs repair
29417,functional
21680,functional needs repair
64540,functional
23272,functional
16522,functional needs repair
31337,functional needs repair
63547,functional
18607,functional needs repair
14721,functional
38671,functional
31569,functional
50559,non functional
20548,non functional
62680,non functional
3157,functional
69499,functional
61489,functional
47777,non functional
23762,non functional
29739,functional
63042,non functional
611,non functional
49530,non functional
34608,functional
37292,functional needs repair
70216,non functional
27932,functional needs repair
16471,functional needs repair
67952,functional needs repair
32739,non functional
51282,functional
59070,non functional
34332,functional needs repair
27178,functional
56188,non functional
43116,functional
6491,non functional
73429,functional
13802,functional
24927,non functional
23180,functional needs repair
9877,functional
23343,functional
11737,non functional
6687,non functional
42794,non functional
62820,non functional
65206,functional needs repair
57544,functional
12716,functional
67416,functional
25263,functional needs repair
11286,functional
19787,functional needs repair
3917,functional
57951,functional needs repair
39343,non functional
64563,functional
58651,functional
44351,non functional
39349,functional needs repair
39074,non functional
49521,functional
16587,functional needs repair
25949,functional
39372,functional
19089,functional
67665,functional needs repair
57982,functional needs repair
24130,non functional
32158,non functional
65631,non functional
48335,functional
13837,non functional
71873,non functional
24730,functional
9820,non functional
50039,functional
35310,functional needs repair
27305,functional needs repair
884,functional needs repair
52751,functional needs repair
24975,non functional
63414,non functional
45031,functional
25010,non functional
7967,non functional
73755,non functional
9827,functional
23492,functional
6998,functional needs repair
24759,functional
9748,functional
18655,functional
5109,non functional
7825,functional
39552,non functional
53765,functional
16337,non functional
11358,non functional
9216,non functional
43778,non functional
16902,non functional
17929,functional
36249,functional
23309,non functional
74248,functional
19439,non functional
25898,non functional
24986,non functional
57336,non functional
4832,functional
38655,functional needs repair
58378,non functional
66260,non functional
67172,non functional
19001,functional
54332,functional
4193,non functional
57425,functional needs repair
63728,functional
39524,functional
23751,functional needs repair
58527,functional needs repair
43882,non functional
52184,non functional
40382,non functional
54510,non functional
4342,non functional
273,functional
52945,non functional
67138,non functional
23133,functional
59363,functional needs repair
55495,functional
15034,non functional
10924,non functional
29706,functional needs repair
9312,functional needs repair
6069,functional needs repair
26188,functional needs repair
40878,functional
13063,functional
45773,functional needs repair
15947,non functional
35612,non functional
23649,functional
19240,functional
44496,non functional
5712,functional needs repair
50983,non functional
61769,non functional
41303,functional needs repair
46055,functional needs repair
58101,functional
67166,functional needs repair
66185,functional
69637,non functional
40731,non functional
9018,non functional
23947,non functional
43533,functional needs repair
65063,non functional
19559,non functional
997,non functional
43558,non functional
53925,functional
54559,functional needs repair
67967,functional needs repair
24383,non functional
54706,functional needs repair
56522,non functional
65880,functional
29592,non functional
11836,non functional
71346,functional
61770,non functional
26205,functional
64339,non functional
25328,functional
29322,non functional
38187,functional needs repair
57299,functional
55048,functional
22775,functional
16734,functional needs repair
73924,functional
13576,non functional
10272,functional
67331,functional needs repair
31359,non functional
58373,functional
10034,non functional
71848,functional needs repair
23826,functional
32744,functional
840,functional
61653,functional
58492,functional
55836,non functional
67474,non functional
33989,functional
73951,functional
3404,non functional
59875,functional
67346,functional needs repair
23936,functional needs repair
57758,functional
12935,functional
251,functional needs repair
21886,non functional
28989,non functional
70127,functional
53062,functional
30891,non functional
41918,functional
29538,functional
18328,functional needs repair
14412,functional
11893,functional needs repair
72023,functional
66343,functional
45382,non functional
23285,non functional
57381,functional
8369,non functional
66506,non functional
23899,functional
27444,functional
30988,non functional
61062,functional
50980,functional
31529,functional needs repair
44539,functional needs repair
47819,functional needs repair
34276,non functional
31288,functional
51303,functional needs repair
73437,non functional
26960,non functional
68632,non functional
66792,non functional
39714,functional
52431,non functional
72339,functional
46060,functional needs repair
20038,functional needs repair
4705,non functional
67912,non functional
11300,non functional
72175,functional
42554,functional
58123,functional needs repair
26228,functional needs repair
143,functional
63371,non functional
64300,functional
31506,non functional
54092,functional
18340,non functional
24853,non functional
40667,non functional
60777,non functional
51544,functional needs repair
23956,non functional
51949,non functional
15018,functional needs repair
23297,functional
25254,non functional
17197,functional
34104,non functional
48087,functional needs repair
58320,functional
73267,non functional
7178,non functional
4655,non functional
57125,non functional
41727,functional needs repair
43747,functional
29590,functional
51445,functional needs repair
24095,functional needs repair
13053,functional
19393,non functional
11014,non functional
60530,functional
16742,functional
868,functional needs repair
37318,functional
58406,functional
9653,functional
45969,functional needs repair
55394,functional
55438,functional
27577,functional needs repair
66448,functional needs repair
5358,functional needs repair
4917,functional
38435,functional
44847,functional
20072,functional
63901,non functional
68694,functional needs repair
68379,functional
65892,functional
51758,functional
10710,functional needs repair
6181,functional
32635,functional
62802,non functional
59997,functional needs repair
54943,functional
3341,functional
56195,non functional
39420,non functional
49133,functional needs repair
8246,functional
29691,non functional
26966,non functional
50023,functional needs repair
54945,functional
39311,functional needs repair
33712,functional
47595,functional
33796,functional
29442,functional
64886,functional needs repair
28219,functional needs repair
428,functional needs repair
3389,non functional
12704,functional needs repair
31516,functional needs repair
61603,non functional
16106,functional needs repair
30129,functional needs repair
73629,non functional
41192,functional needs repair
61884,functional needs repair
59911,non functional
11365,functional needs repair
10842,non functional
66410,non functional
5794,non functional
7030,non functional
61156,non functional
2899,non functional
50427,functional needs repair
37335,functional
58849,non functional
6709,functional needs repair
73342,functional
22016,non functional
41104,functional needs repair
58528,non functional
3382,functional needs repair
58786,non functional
37823,non functional
28489,non functional
10083,non functional
29265,functional needs repair
34180,functional
3981,functional
72834,non functional
69471,functional
25509,functional
70377,functional
12042,non functional
17640,non functional
39478,functional
30666,non functional
1334,functional
41309,functional
61662,functional
73538,functional
56179,functional needs repair
49459,functional needs repair
40400,functional needs repair
71321,functional needs repair
1933,functional
11588,functional
7723,functional needs repair
34645,functional needs repair
66421,non functional
32241,non functional
35629,non functional
29833,functional needs repair
36133,non functional
68419,non functional
62493,non functional
33182,non functional
41748,non functional
43826,non functional
28717,functional
23041,non functional
10827,functional needs repair
61253,functional needs repair
57576,functional
45878,non functional
49563,functional
19942,non functional
59439,functional needs repair
29832,functional
1506,functional
73427,non functional
20066,functional needs repair
66861,functional
57423,functional needs repair
64571,functional needs repair
37169,functional
208,non functional
60653,non functional
37992,functional needs repair
29,non functional
3064,functional
8913,functional
68760,non functional
19771,functional
21587,functional needs repair
21249,non functional
18609,functional needs repair
18061,non functional
63915,functional
55956,functional
19951,functional
52334,functional
53044,functional needs repair
32658,functional needs repair
50768,functional
4698,functional needs repair
70504,functional needs repair
62900,functional needs repair
61252,non functional
24329,functional
42166,functional
57842,functional
23626,functional
11324,functional
453,functional needs repair
22711,functional
38771,functional
5522,functional
63290,non functional
53325,non functional
18627,functional
45387,functional
51002,non functional
12017,non functional
60825,non functional
48806,functional
30481,functional
46281,functional needs repair
15315,functional
33035,functional needs repair
6167,functional
61552,functional
40352,functional needs repair
37192,functional needs repair
73888,functional
15771,non functional
1065,functional
41090,functional
59355,non functional
40603,functional
72034,functional
68687,functional
27191,functional needs repair
38682,non functional
27793,functional
36345,non functional
731,functional
64209,non functional
41965,functional
64891,non functional
55958,functional needs repair
35363,non functional
32592,functional
5012,functional needs repair
28270,non functional
30227,functional
42632,non functional
55479,functional
53427,functional needs repair
59914,functional
18309,functional
4055,non functional
65899,non functional
32411,non functional
38077,non functional
15620,non functional
7342,functional
13556,non functional
975,functional needs repair
28201,functional
35492,functional needs repair
46048,non functional
17110,functional needs repair
56296,non functional
65226,functional
55386,functional needs repair
54250,functional needs repair
53090,functional
30328,functional needs repair
19028,non functional
21926,non functional
45133,non functional
4855,functional needs repair
2832,functional
56642,non functional
12285,functional needs repair
7000,functional
49099,non functional
72346,functional
47251,functional needs repair
39390,functional
16876,functional
21438,functional
42308,functional needs repair
23868,non functional
16647,functional
15275,functional needs repair
25082,functional
43571,non functional
30303,non functional
45726,functional needs repair
12453,non functional
3047,functional needs repair
54286,functional needs repair
60038,functional
38503,non functional
23564,non functional
23511,non functional
67467,non functional
23163,functional
60717,functional
33412,non functional
22811,functional
30771,functional needs repair
1923,functional needs repair
17453,functional
4498,non functional
50877,functional
36462,functional
60303,non functional
62584,functional
17153,non functional
24469,functional
33840,functional needs repair
44998,non functional
54694,non functional
64779,non functional
40730,non functional
19182,non functional
12567,non functional
48915,non functional
2039,non functional
55896,functional needs repair
20662,functional
70985,functional needs repair
23669,functional
8449,functional
49106,non functional
51497,non functional
15517,non functional
43234,non functional
69181,non functional
33746,non functional
18642,non functional
45027,functional needs repair
23403,functional needs repair
53897,functional
16125,non functional
1419,non functional
30942,functional needs repair
66300,functional
5529,non functional
72022,functional
65202,functional
74074,non functional
6075,non functional
3178,functional needs repair
65151,functional needs repair
24829,functional needs repair
20716,functional needs repair
43988,non functional
32930,functional
72494,functional
72952,functional needs repair
28180,functional
66512,functional needs repair
48258,functional
16160,non functional
16022,non functional
15662,functional needs repair
62551,functional
58577,functional
53111,non functional
69736,functional
7427,functional needs repair
63505,non functional
27246,functional
39240,non functional
36078,non functional
27600,non functional
47259,functional
49176,non functional
15470,functional needs repair
36098,non functional
73544,functional
14902,functional
49920,functional
26055,non functional
44564,functional needs repair
47882,functional
71004,functional needs repair
38572,functional
35471,non functional
33244,functional
62963,functional
17338,functional needs repair
4814,functional
6505,non functional
31999,functional
40741,functional needs repair
70017,functional needs repair
4419,functional needs repair
64634,functional
57538,functional needs repair
63263,functional needs repair
66379,functional
63646,functional
57999,non functional
17339,non functional
20437,functional
32647,non functional
44531,functional needs repair
36655,non functional
52705,functional needs repair
27883,functional needs repair
56621,functional needs repair
60792,non functional
16298,functional
10372,functional needs repair
22346,non functional
59691,non functional
38740,functional
303,non functional
73402,non functional
53950,functional
11216,non functional
47505,non functional
17838,functional needs repair
35474,functional needs repair
46381,non functional
60312,non functional
39090,non functional
24742,functional needs repair
11783,non functional
22599,functional
43931,non functional
29020,functional needs repair
64647,non functional
22764,non functional
50133,functional
13498,functional needs repair
40788,functional
61499,functional
38694,functional
6140,functional
66728,functional
60413,functional
39963,non functional
29797,functional
35041,functional
73386,functional
44448,functional
50783,functional
31555,functional
73952,non functional
69355,functional
19111,functional needs repair
635,non functional
23883,functional
6690,non functional
44274,non functional
25081,non functional
20710,non functional
73617,non functional
27937,functional needs repair
10108,functional needs repair
5849,functional needs repair
7848,non functional
704,functional
40327,non functional
30219,non functional
73638,non functional
16688,non functional
14012,functional needs repair
57519,functional
6771,functional needs repair
41671,non functional
58994,non functional
58980,non functional
4935,non functional
29178,functional
9533,non functional
57766,functional needs repair
5411,non functional
68513,functional
22622,non functional
27092,functional
48553,functional needs repair
24346,non functional
9665,functional
61540,functional
41357,functional
42138,functional needs repair
23218,non functional
22604,functional
27284,non functional
60200,non functional
7573,non functional
59143,functional
73321,non functional
31590,functional needs repair
41036,functional
2170,functional
54880,functional
3605,functional
65642,functional
27440,functional
1099,functional
42148,functional
69024,non functional
18824,functional
21058,non functional
43375,functional
20698,functional
23752,functional needs repair
69014,functional needs repair
25154,functional
21604,functional needs repair
1407,functional needs repair
12686,functional needs repair
891,non functional
30835,functional needs repair
27885,functional needs repair
34836,functional
37512,non functional
10075,non functional
48483,functional
44347,functional needs repair
70829,functional
16391,functional needs repair
21298,functional needs repair
4023,functional
72636,functional
259,non functional
4961,non functional
65780,non functional
35844,non functional
55882,functional
39765,functional
10301,functional
8569,non functional
52972,non functional
72592,functional
35207,non functional
71608,non functional
57197,non functional
28513,functional needs repair
11477,functional
36041,functional needs repair
6382,non functional
49158,non functional
62048,functional
48467,functional
48565,functional needs repair
16775,non functional
19897,functional
58138,functional
67366,functional needs repair
50450,functional
45815,non functional
63874,functional needs repair
69159,functional
4767,functional
41508,non functional
27934,functional needs repair
39386,functional
64159,non functional
31464,functional
4820,non functional
28743,functional
25980,functional
48551,functional needs repair
73156,functional
27126,functional needs repair
44495,functional needs repair
29884,functional needs repair
49640,non functional
16434,non functional
58694,functional
62064,non functional
56502,functional
37379,functional
51880,non functional
47791,non functional
660,functional
70015,non functional
57769,functional
10971,functional
52009,functional needs repair
56767,non functional
56285,non functional
3429,functional
46399,functional needs repair
22290,functional needs repair
71086,non functional
31742,non functional
29307,non functional
26089,functional
63673,functional
22169,functional
66731,functional needs repair
69919,non functional
66730,functional needs repair
25173,functional needs repair
25004,functional
9726,non functional
19296,non functional
60261,functional
9380,non functional
959,non functional
5547,functional
22945,non functional
43757,functional
41580,functional
67957,functional needs repair
10039,functional
45305,functional needs repair
40192,non functional
28030,functional
38006,functional needs repair
65232,functional
57996,non functional
56370,non functional
29050,functional needs repair
56820,non functional
2709,functional
2702,functional needs repair
67013,non functional
46274,functional needs repair
18369,non functional
163,functional needs repair
3018,non functional
32725,non functional
37552,functional needs repair
67863,functional needs repair
36522,functional needs repair
51401,non functional
60607,functional needs repair
38468,functional
9451,non functional
11514,functional needs repair
57382,functional needs repair
8094,functional
45517,non functional
44945,non functional
42958,non functional
6364,non functional
31745,functional
12660,non functional
55609,functional needs repair
6609,functional
9118,functional
19750,non functional
60263,non functional
29368,functional
48179,functional
913,functional
21610,non functional
4279,non functional
61702,functional needs repair
24295,non functional
31029,non functional
34917,functional
54143,functional needs repair
48165,functional
61165,non functional
3511,functional
27673,functional
46990,functional
33691,functional
51567,functional
43215,non functional
26957,functional
33416,functional
55952,non functional
15766,functional
40855,functional
27807,functional needs repair
46443,functional needs repair
18208,non functional
7068,functional
62712,functional
53375,functional
53895,functional needs repair
5245,non functional
72156,functional
17641,functional needs repair
55850,non functional
35754,functional
61865,functional needs repair
37403,functional
64752,functional needs repair
56021,functional needs repair
65703,functional needs repair
1001,functional
31824,non functional
18836,functional
3885,functional
14118,non functional
20043,functional
9612,functional
22011,functional needs repair
46128,functional
60875,non functional
66936,functional needs repair
58928,functional needs repair
15412,non functional
58470,non functional
14158,functional needs repair
71685,functional needs repair
34218,non functional
20975,functional
23201,functional needs repair
36029,non functional
47768,non functional
15811,non functional
15696,functional needs repair
26130,functional needs repair
66582,functional
57266,non functional
16803,functional
36212,functional needs repair
67234,non functional
70204,non functional
2576,non functional
47817,functional
16554,functional
10014,functional
39649,non functional
21768,functional
13382,functional
38340,functional
54059,functional needs repair
48319,non functional
70126,functional
7445,non functional
22399,functional
48663,functional
62521,functional
12931,functional
32399,functional needs repair
28936,non functional
69515,non functional
42812,functional needs repair
10462,non functional
66822,functional
65092,non functional
10106,functional
31244,functional
70198,non functional
68129,functional needs repair
127,non functional
44277,non functional
12395,non functional
46254,functional
65302,non functional
29662,functional
37879,functional needs repair
65504,functional
8782,functional
29363,functional
38629,functional
55273,non functional
11060,non functional
29588,non functional
12349,functional needs repair
29301,functional
1867,non functional
1566,functional needs repair
24729,non functional
63618,non functional
18506,non functional
52835,functional needs repair
54804,non functional
5439,functional
42479,non functional
42295,functional
35892,functional
37244,non functional
47451,functional needs repair
48106,functional needs repair
58363,non functional
43867,functional needs repair
19137,non functional
72547,non functional
26651,functional needs repair
29690,functional needs repair
56624,non functional
28138,functional needs repair
14055,functional needs repair
45586,non functional
8651,non functional
6713,functional
42016,non functional
8693,functional needs repair
47285,functional
1098,functional
56061,functional needs repair
20581,functional needs repair
40565,non functional
36285,functional
54774,functional
68375,non functional
72467,functional
10343,functional
60133,non functional
40840,functional
23350,functional
26480,functional needs repair
5532,non functional
14605,non functional
36089,non functional
13031,functional needs repair
33733,non functional
63005,non functional
18828,functional needs repair
59725,functional needs repair
23138,functional
72526,functional
43112,non functional
3866,non functional
23155,functional needs repair
8558,non functional
60953,functional
18884,functional needs repair
35438,functional
56008,non functional
39761,functional needs repair
41981,non functional
38576,non functional
56871,non functional
917,functional
47737,non functional
69446,functional needs repair
2626,functional needs repair
25271,functional
34646,functional
341,non functional
37897,non functional
64538,functional
34348,functional
67426,non functional
53079,functional
12527,functional
55255,functional needs repair
44610,non functional
65546,functional
2260,functional
5480,non functional
27649,non functional
53468,non functional
497,non functional
46354,functional needs repair
38045,functional needs repair
29576,non functional
5200,non functional
26463,functional
8715,functional
70544,functional
50219,non functional
73092,functional needs repair
30057,functional needs repair
27186,functional
29660,functional
52836,functional
66209,non functional
1642,functional
59679,functional needs repair
24882,non functional
63530,non functional
15722,functional needs repair
47376,functional
50807,functional needs repair
73203,non functional
9120,non functional
45680,non functional
59738,non functional
21831,functional
41297,functional
24692,non functional
57243,functional
24782,non functional
50595,functional
19094,functional needs repair
48584,functional needs repair
48555,functional
34860,functional
60788,functional
52047,non functional
61582,non functional
73095,functional
53019,non functional
9899,functional needs repair
23228,non functional
44329,functional
8859,functional
18043,functional needs repair
41457,functional
42227,functional
40803,non functional
33795,functional
20012,non functional
47298,non functional
65384,non functional
19516,functional needs repair
6008,functional
73261,functional needs repair
35666,functional
58088,functional
24040,non functional
21703,non functional
63085,functional
25016,non functional
22902,functional
58243,functional
66798,non functional
58210,non functional
2527,functional
72877,functional
36503,functional needs repair
57992,non functional
33901,functional
63367,functional
21889,functional needs repair
44714,functional needs repair
1648,non functional
69020,functional needs repair
61641,non functional
172,functional
11989,functional
61387,non functional
61936,functional
51263,functional needs repair
39424,functional
44914,functional needs repair
40977,non functional
73925,functional needs repair
50660,functional
952,non functional
61606,non functional
25329,functional needs repair
13916,non functional
23504,functional needs repair
53280,non functional
51264,non functional
18339,functional
57856,non functional
31074,non functional
21979,functional needs repair
68911,non functional
42445,functional
3493,functional
59660,functional
4690,non functional
6621,non functional
34656,functional
51581,non functional
67154,functional
66142,non functional
17049,functional
53488,non functional
40701,functional
8543,non functional
63015,functional
38752,functional
5830,non functional
15645,functional needs repair
28181,functional
51803,functional
32682,functional needs repair
73083,functional
8389,functional
72561,functional
14682,non functional
44125,non functional
19755,functional
18437,non functional
37809,functional needs repair
58896,functional
56782,functional
22859,functional needs repair
5196,functional
28854,non functional
52739,non functional
28266,functional
73472,non functional
21845,non functional
35978,functional
35588,functional
57591,functional needs repair
52983,functional needs repair
11561,non functional
29609,functional
17759,functional
73738,non functional
45070,functional
25921,non functional
51424,functional
74056,functional needs repair
72373,functional
45594,functional
44385,non functional
5349,functional
65856,functional
56192,functional
45904,non functional
32231,functional needs repair
6177,functional
2162,functional
61649,functional needs repair
21251,non functional
4566,functional
70553,functional
41190,functional
25938,functional needs repair
27542,functional
27090,non functional
56219,non functional
73563,functional
31088,functional needs repair
54004,functional needs repair
70048,functional
3022,functional needs repair
16785,functional
58915,non functional
73166,functional needs repair
44005,functional
60708,functional
70812,functional
47488,functional needs repair
12013,non functional
1771,functional
52241,functional
35609,non functional
36662,non functional
44989,functional needs repair
34207,non functional
24623,functional
47837,non functional
255,functional
4553,functional
50307,functional
63501,functional
50892,functional needs repair
33346,functional needs repair
67287,non functional
39253,functional
38883,functional needs repair
56105,non functional
11206,non functional
64557,functional needs repair
54769,functional
63431,functional
14352,non functional
6379,non functional
67028,non functional
5682,functional needs repair
38675,functional
6666,functional
5236,functional
21395,functional
36698,functional needs repair
48142,functional needs repair
51286,functional
42336,functional needs repair
31706,functional needs repair
3345,functional needs repair
47932,functional needs repair
31478,functional needs repair
9532,non functional
73761,functional
56671,non functional
68926,functional
5948,non functional
50924,functional
54124,non functional
49803,functional
45943,non functional
9416,functional needs repair
64344,functional needs repair
18984,functional needs repair
20418,functional
18771,non functional
16973,functional
44237,non functional
66917,functional
53267,functional needs repair
60301,non functional
18067,functional
24561,functional needs repair
45213,functional
24003,functional
67407,functional
21502,functional
69897,functional needs repair
57803,non functional
73759,functional
73907,functional
45239,non functional
25764,functional
29024,functional
62429,functional needs repair
5050,functional
50797,non functional
33439,non functional
50003,functional
71083,functional needs repair
21851,functional
156,functional needs repair
26070,functional
70845,functional needs repair
64391,non functional
40193,functional
42472,functional
24140,functional needs repair
17980,functional needs repair
44033,non functional
60837,non functional
60934,functional
59198,functional
73351,functional needs repair
27179,functional
38268,functional needs repair
64822,functional
67220,functional
14858,functional
5405,functional needs repair
41873,non functional
35681,functional
28014,non functional
60882,functional
37197,functional
56169,functional needs repair
40819,non functional
47268,functional
25093,functional needs repair
28902,non functional
2647,non functional
49267,non functional
51138,non functional
33337,functional
43335,non functional
12859,functional needs repair
2376,functional
26685,functional
67230,non functional
7453,functional needs repair
14709,functional
45608,functional
66170,functional needs repair
7066,functional
49528,non functional
36390,functional
71159,non functional
20907,functional
60947,functional needs repair
28109,functional needs repair
8222,non functional
63419,non functional
39541,functional
66799,functional needs repair
42453,functional
44948,functional
16134,functional needs repair
7150,functional
46674,functional
19347,functional
73368,functional needs repair
62965,functional
51437,non functional
7712,functional needs repair
27678,functional
19658,functional
8612,functional
43393,non functional
63767,non functional
60743,non functional
38868,functional
45892,non functional
7693,non functional
44321,non functional
15346,functional
3798,functional needs repair
30873,non functional
53741,functional needs repair
61491,functional needs repair
4689,functional
54616,non functional
43137,functional
39951,functional needs repair
6774,functional needs repair
53301,functional
44379,functional needs repair
19784,functional
11880,non functional
10311,functional needs repair
